id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9369884,Studio ternes / Champs Elysées,15860991,Samir,,Batignolles-Monceau,48.88062205709002,2.2996925864882494,Entire home/apt,50,2,18,2016-06-24,2.60,1,339
9917469,furnished apartment with kitchen,7262095,Gianmarco,,Batignolles-Monceau,48.8794420680474,2.299248311548357,Entire home/apt,105,1,0,,,1,0
13177728,APPARTEMENT 2 PIECES MARCHE PONCELET - TERNES,42223233,Alice,,Batignolles-Monceau,48.87921017729786,2.296364081652542,Entire home/apt,130,1,6,2016-06-30,4.50,1,361
9356955,Chambre type studette tout confort,48558616,Frédéric,,Batignolles-Monceau,48.88083592656055,2.2955960717874437,Entire home/apt,39,2,13,2016-05-09,2.27,1,1
13672349,Easy 1 bedroom in the heart of 17e arrondissement,9452121,Thibault,,Batignolles-Monceau,48.88144810209378,2.3000038014938124,Entire home/apt,100,1,0,,,1,34
1231455,Appartment near CHAMPS ELYSEE,6715860,Walid,,Batignolles-Monceau,48.878844153264616,2.296638683077924,Entire home/apt,70,2,120,2016-06-12,3.33,1,324
1064987,Charming 2 room apt Champs Elysées,5828372,Maelle,,Batignolles-Monceau,48.87775929654866,2.2964069924732633,Entire home/apt,95,3,25,2016-06-11,0.67,1,1
2078827,Wonderfull Studio CHAMPS ÉLYSÉE,4477174,Freedj,,Batignolles-Monceau,48.87649251591271,2.2964987451630967,Entire home/apt,95,3,50,2016-06-02,2.76,3,330
13628990,Cosy apartment in Paris,20509277,Alix,,Batignolles-Monceau,48.88034999500443,2.3024506625251364,Entire home/apt,65,1,3,2016-07-03,3,1,359
3516836,Paris Etoile Ternes Elysées,16179616,Beatrice,,Batignolles-Monceau,48.880084676237914,2.2965119117896555,Entire home/apt,72,1,69,2016-06-14,3.08,1,4
3466240,Charming studio near ChampsElysées ,17463971,Jacqueline,,Batignolles-Monceau,48.88165773147745,2.2994005909911666,Entire home/apt,50,5,49,2016-06-29,2.19,2,228
11806805,Appartment / Arc de Triomphe,6239799,Alex,,Batignolles-Monceau,48.87997959189248,2.2972040744712285,Entire home/apt,95,2,1,2016-03-30,0.31,1,0
7708707,Beautiful flat near the Flea Market,7160757,Gabrielle,,Batignolles-Monceau,48.90030525513511,2.3285280839180857,Entire home/apt,50,4,16,2016-06-30,1.85,1,147
248575,1B Ternes close to Champs Elysees,1301983,Angie,,Batignolles-Monceau,48.88000497837338,2.298965453625505,Entire home/apt,80,3,132,2016-06-09,2.41,1,315
4011739,appartment  near Champs Elysees,20800336,Maxime,,Batignolles-Monceau,48.879932162699966,2.299140298477388,Entire home/apt,133,3,63,2016-06-29,2.92,1,354
9182313,Studio a300m des Champs Elysee,47777408,Gaelle,,Batignolles-Monceau,48.87910341147342,2.2967023645436826,Entire home/apt,49,1,10,2016-05-23,1.29,1,4
8407124,Charmant studio parisien,7062142,Valeria,,Batignolles-Monceau,48.87941177328861,2.298500148830255,Entire home/apt,60,2,0,,,1,0
12922002,Stunning roof top flat in Ternes,70886360,Paul,,Batignolles-Monceau,48.88108556274294,2.297747332624842,Entire home/apt,90,4,0,,,1,347
9981043,Awesome ArcDTriomphe Private Studio,43780630,Issac Et Belles,,Batignolles-Monceau,48.88071627802471,2.296984713344884,Entire home/apt,19,5,19,2016-06-10,3.61,15,214
2796903,"Large 2BR flat for 4, Ternes - P17",939656,Erik-Lokappart,,Batignolles-Monceau,48.879152618308964,2.2969749126161023,Entire home/apt,149,4,3,2016-05-16,0.39,20,11
13796293,Appartement pour 6 près de l'Arc de triomphe,30700434,Bérénice,,Batignolles-Monceau,48.87948696202229,2.2944410349441355,Entire home/apt,105,1,0,,,1,58
7256712,Useful 2 rooms (Champs Elysées),37993553,Jean-Alexandre,,Batignolles-Monceau,48.87933360528569,2.298787816631527,Entire home/apt,90,1,0,,,1,0
12938214,Cosy Appartment near Champs Elysées,10634211,Pierre-Antoine,,Batignolles-Monceau,48.878513296649544,2.2986335363996573,Entire home/apt,75,1,9,2016-06-21,5.51,1,343
11128875,Studio,54963651,Thierry,,Batignolles-Monceau,48.87823213627801,2.298863300667643,Entire home/apt,51,5,13,2016-07-03,2.93,1,37
7552501,Charmant T2 - quartier des Ternes,39584005,Emmanuel,,Batignolles-Monceau,48.879670020142115,2.2967389447826907,Entire home/apt,58,1,4,2015-09-05,0.37,1,0
13084314,Central 2-room apartment in Paris-Ternes/Monceau !,69780070,Pierre-Maxime,,Batignolles-Monceau,48.88048963407091,2.2976022009447004,Entire home/apt,50,1,2,2016-06-06,1.67,1,19
6540568,** Quiet near Champs Elysees **,34203779,Diane Et Emmanuel,,Batignolles-Monceau,48.88014133580108,2.297629758930372,Entire home/apt,75,3,19,2016-06-04,1.75,1,362
2281047,Paris Designer flat,4528361,Nicolas,,Batignolles-Monceau,48.87888479477623,2.2982035030424983,Entire home/apt,91,3,74,2016-06-18,2.53,2,353
13271994,Superbe appartement- Arc de Triomphe (RDC),13722638,Tali,,Batignolles-Monceau,48.876592925324815,2.294742094561646,Entire home/apt,185,4,1,2016-06-21,1,5,352
5267718,Studio at Ternes/Wagram district,13013633,Benjamin,,Batignolles-Monceau,48.88179397621609,2.298442537313658,Entire home/apt,59,5,3,2015-11-14,0.22,52,333
11226955,❤️ Cosy Parisian Champs-Élysées,20106477,Flavio,,Batignolles-Monceau,48.875489579945274,2.295120083963191,Entire home/apt,49,2,28,2016-07-03,7.43,2,34
8677568,Haven in heaven,45575248,Mathieu,,Batignolles-Monceau,48.881248397589644,2.298277003235756,Entire home/apt,85,5,4,2016-04-02,0.45,1,320
9885125,Appartement proche Champs-Elysées,50852579,Cléophée,,Batignolles-Monceau,48.87950833263836,2.2991118232462626,Entire home/apt,85,2,7,2016-06-27,1.12,1,327
5880805,apat 2 pièces Ternes champs elysees,22883051,Frédéric,,Batignolles-Monceau,48.88045749817921,2.295542960263174,Entire home/apt,90,2,39,2016-06-18,3.06,1,344
12236238,Apartment with nice view Balconies,1466866,Chokri,,Batignolles-Monceau,48.881874384570054,2.300919850024395,Entire home/apt,75,3,4,2016-06-19,1.97,16,353
232293,Cosy studio near Champs Elysees,1215154,Fabrice,,Batignolles-Monceau,48.88339567194583,2.298780468637103,Entire home/apt,60,3,111,2016-05-29,2.56,1,224
5077042,Apart. Arc de Triomphe - max 4 pers,24579331,Aleida+Ruben+Miguel+Emilien,,Batignolles-Monceau,48.88125939767164,2.297229704457244,Entire home/apt,60,2,84,2016-06-11,4.81,23,55
13193019,Studio au coeur du 17 ème,51156267,Daniel,,Batignolles-Monceau,48.88332179215852,2.3008235445515233,Entire home/apt,60,1,6,2016-06-28,6,1,356
4335713,Near to Champs-Elysées,22512499,Audrey Et Edouard,,Batignolles-Monceau,48.87589780266748,2.2959441877388826,Entire home/apt,105,1,48,2016-05-15,2.41,2,126
5113244,Parisian flat near Champs Elysées,26419708,Selima,,Batignolles-Monceau,48.8781359194443,2.2945077317764366,Entire home/apt,80,1,52,2016-05-23,2.95,1,176
4058275,Incredible Champs Elysees Apartment,21047003,Nai,,Batignolles-Monceau,48.87819397152458,2.295173577460884,Entire home/apt,79,3,80,2016-06-09,3.78,2,344
4455929,"Design apartment, Arc de Triomphe",23121785,Theo,,Batignolles-Monceau,48.87756400692225,2.294654307218255,Entire home/apt,149,3,17,2016-05-31,1.37,1,167
8122727,Next time in Paris,16893227,Tiago & Mariana,,Batignolles-Monceau,48.88713091658236,2.2877064572230186,Entire home/apt,52,3,15,2016-06-26,1.70,1,97
8732444,Comfy and calm central flat,45818930,Anne-Caroline,,Batignolles-Monceau,48.88142413478991,2.2944876423312603,Entire home/apt,70,2,5,2016-06-13,0.60,1,17
5894003,Paris / Etoile / Terne,30555736,Gladys,,Batignolles-Monceau,48.87651879695982,2.2957177046827613,Entire home/apt,82,1,43,2016-07-02,3.38,1,130
4966128,"Lovely studio, 5' to CHAMPS ELYSÉES",4055307,Yassine,,Batignolles-Monceau,48.88124145535286,2.2975021485719385,Entire home/apt,49,1,1,2016-05-29,0.81,1,365
7141676,Flat 35m2 near Champs Elysées .,9441440,Julien,,Batignolles-Monceau,48.87952206136982,2.2953738612899377,Entire home/apt,85,2,29,2016-06-18,3.16,1,297
6821689,Cosy and typical parisian flat,9217923,Enguerrand,,Batignolles-Monceau,48.88650405907751,2.2861862463142395,Entire home/apt,90,3,24,2016-05-04,2.03,1,362
786324,Paris -Ternes/Etoile/Champs Elysées,4145681,Nicolas,,Batignolles-Monceau,48.87724832162738,2.294727450920059,Entire home/apt,111,4,46,2016-06-19,1.20,1,112
12301034,Beau studio avec magnifique vue,66314311,Charles,,Batignolles-Monceau,48.87981663414635,2.3016632980537994,Entire home/apt,80,3,10,2016-07-02,3.75,1,59
3247284,Cozy 1 bedroom marché Poncelet/Champs-Elysées,74748066,Zineb,,Batignolles-Monceau,48.88057055800084,2.2956817345170086,Entire home/apt,130,2,20,2016-06-24,1.50,3,261
593465,"Typical French ""pied à terre""",2930890,Sophie,,Batignolles-Monceau,48.8825480926258,2.292687626562819,Entire home/apt,115,6,4,2015-10-31,0.27,1,362
6754082,"Near Champs-Elysee, 2-room-flat",35363122,Karen,,Batignolles-Monceau,48.88293115715574,2.293351721814348,Entire home/apt,115,2,5,2016-05-06,0.39,1,359
6072174,Studio à côté des Champs-Elysées,31519080,Sandrine,,Batignolles-Monceau,48.878304352636064,2.2942465278435415,Entire home/apt,85,1,0,,,1,0
753923,"Quiet parisian place, Metro Etoile ",3727753,Karin,,Batignolles-Monceau,48.877604503641635,2.2942926408372184,Entire home/apt,130,2,43,2016-06-25,1.00,1,260
9893383,2 pièces pour 4 - Xmas in PARIS,50889399,Olivier,,Batignolles-Monceau,48.88453613525817,2.302359781812719,Entire home/apt,150,3,0,,,1,0
7572936,Large studio near Porte Maillot,39694588,Tanya,,Batignolles-Monceau,48.88334250368693,2.2945149589320275,Entire home/apt,50,3,12,2015-12-28,1.12,1,0
10672848,The apartment with beautiful view,8898194,Catherine,,Batignolles-Monceau,48.876834426866736,2.295365153412254,Entire home/apt,74,1,4,2016-05-29,1.33,1,317
6393904,Cosy home close to Champs Elysées,30946440,Antoine & Chloe,,Batignolles-Monceau,48.87607602031225,2.2945559692280173,Entire home/apt,120,3,20,2016-04-13,1.64,1,183
11522022,"Large Charming Flat, Central Paris 2.475Ft / 230m2",17991249,Delphine,,Batignolles-Monceau,48.88284481452808,2.2967381829982756,Entire home/apt,451,3,2,2016-06-29,2,1,61
7737576,"Modern, bright & quiet studio 30m²",40668099,Emilie,,Batignolles-Monceau,48.882962953610935,2.295435123541736,Entire home/apt,65,2,2,2016-06-23,2,1,88
13717627,Studio Paris 17 Wagram avec vue sur les toits,28846739,Jérôme,,Batignolles-Monceau,48.88610357966383,2.3012380462596465,Entire home/apt,35,7,0,,,1,57
5379386,Cosy Flat - Champs-Elysées,22638885,Edouard,,Batignolles-Monceau,48.882655808425724,2.297183692360824,Entire home/apt,84,2,38,2016-06-19,2.51,1,42
12970013,Appartement 2p Near Champs Elysees,29907855,Théo,,Batignolles-Monceau,48.88031205245272,2.29842654612691,Entire home/apt,67,1,0,,,1,0
1952879,Lumineux Dupleix Paris 17ème 40m2,10096559,Lou,,Batignolles-Monceau,48.878829368974905,2.294628228582615,Entire home/apt,85,3,8,2016-06-16,0.85,1,88
6415274,Superbe appartement haussmanien,8488477,Clotaire,,Batignolles-Monceau,48.88176226525572,2.2995455435378096,Entire home/apt,181,5,0,,,1,0
8804941,Small studio next to Champs Elysées,11837004,Loïc,,Batignolles-Monceau,48.88336346431361,2.2987192304396933,Entire home/apt,35,4,11,2016-06-20,1.31,1,61
6398977,55sqm 1-BDR Champs Elysées - Ternes,11593703,Rudy And Benjamin,,Batignolles-Monceau,48.878157439715544,2.297563986252,Entire home/apt,139,3,19,2016-06-13,1.40,56,346
11048443,AMAZING LOCATION- ARCH OF VICTORY*,49918743,Sacha & Sydney,,Batignolles-Monceau,48.874681464479345,2.2949872685735393,Entire home/apt,229,1,21,2016-06-11,4.67,5,307
9336305,Ancient Parisian Apartment 60m2,15279047,Yiguang,,Batignolles-Monceau,48.888946874463045,2.2913500103504663,Entire home/apt,100,3,1,2016-01-01,0.16,1,16
5633636,Studio/loft close frm champs-élysée,8478344,Fabien,,Batignolles-Monceau,48.88123738376973,2.301213991748259,Entire home/apt,70,5,2,2016-05-13,0.38,1,325
5001090,Beau studio proche Champs Elysées ,23653394,Imperial Rennequin,,Batignolles-Monceau,48.881727978572016,2.2974404272978344,Entire home/apt,129,2,0,,,1,364
6051521,Lovely Duplex in Paris,11959665,Hyacinthe & Sixtine,,Batignolles-Monceau,48.88027329879669,2.30213608395753,Entire home/apt,150,2,14,2016-04-06,0.98,1,187
13627505,Sublime studio Champs Elysées,78988458,Jeremie,,Batignolles-Monceau,48.87823645212524,2.2945885328769027,Entire home/apt,90,2,0,,,1,341
9265282,Studio chaleureux près des Champs Elysées,48129353,Aude,,Batignolles-Monceau,48.8789503204689,2.298951590070816,Entire home/apt,40,1,0,,,1,4
9087148,Agréable 2 pièces - Arc de Triomphe,47385404,Pierrick,,Batignolles-Monceau,48.878582320889514,2.2971065785547005,Entire home/apt,70,1,1,2016-05-22,0.70,1,7
9072788,Appartement 2 chambres Paris 17e,24852779,Mickael,,Batignolles-Monceau,48.88296103350478,2.2941868266743084,Entire home/apt,85,7,0,,,1,0
5743830,COSY STUDIO PARIS,29792027,Marvin,,Batignolles-Monceau,48.88352974842243,2.298549691468164,Entire home/apt,45,1,1,2015-03-27,0.06,1,0
8953628,Cosy Flat in Paris,46764361,Bénédicte,,Batignolles-Monceau,48.88618831132585,2.296896160030883,Entire home/apt,45,2,4,2016-01-22,0.52,1,0
4239122,Appart 2 pièces - 37 m2 - Calme,9636585,Charles,,Batignolles-Monceau,48.88105754600557,2.296078060685884,Entire home/apt,85,3,0,,,1,0
12600736,Studio proche Arc de Triomphe,9219737,Axelle,,Batignolles-Monceau,48.87770791435763,2.2953760845738,Entire home/apt,95,2,0,,,1,57
12151733,Nice appartement near Champs-Elysée,37082997,Oussama,,Batignolles-Monceau,48.88638212370543,2.2971288267937506,Entire home/apt,50,3,10,2016-06-28,3.19,1,103
10769776,VILLA NIEL,8816961,M. Achraf,,Batignolles-Monceau,48.88029202826378,2.297371039119023,Entire home/apt,171,1,0,,,31,338
10936164,Studio proche Arc de Triomphe,25925944,Antoine,,Batignolles-Monceau,48.88202155915776,2.2946571005505456,Entire home/apt,49,2,1,2016-07-01,1,1,143
7667471,Cosy apartment - Champs Elysees,18455765,Vincent,,Batignolles-Monceau,48.87796315699917,2.2942324750726137,Entire home/apt,85,2,12,2016-06-26,1.25,1,0
1327106,Freshly renovated & fully equipped,7201917,Suzanne,,Batignolles-Monceau,48.88108805861996,2.294574572641993,Entire home/apt,75,1,34,2015-09-01,1.00,2,217
12731393,T1 cosy Arc de Triomphe/Champs Elysées/Ternes,69228377,Alexandre,,Batignolles-Monceau,48.881348172033505,2.2974354726721304,Entire home/apt,55,2,1,2016-06-28,1,1,343
6360532,Large Studio in Champs Elysees,32889043,Pedro,,Batignolles-Monceau,48.878684992364825,2.2996022814983994,Entire home/apt,75,2,0,,,1,116
10067144,Amazing Brand New Apartment!,14788375,Nas,,Batignolles-Monceau,48.88022729670161,2.3016125222580737,Entire home/apt,140,2,15,2016-06-26,3.31,3,303
3606074,Nice studio near Etoile,17463971,Jacqueline,,Batignolles-Monceau,48.88129058992688,2.2996232337426807,Entire home/apt,45,5,39,2016-06-28,1.77,2,237
8739140,"Apart Cosy, Arc de Triomphe, 4 pers",24579331,Aleida+Ruben+Miguel+Emilien,,Batignolles-Monceau,48.883236675810984,2.2969566321105375,Entire home/apt,70,2,38,2016-06-19,4.30,23,54
9113929,Lovely & Functional Appartment,31458541,Romain,,Batignolles-Monceau,48.88037337757474,2.302438469027811,Entire home/apt,55,2,5,2016-05-07,0.63,1,195
1683782,  ARC DE TRIOMPHE / CHAMPS ELYSEES,8903224,Laurent,,Batignolles-Monceau,48.876331539713384,2.2956609618622594,Entire home/apt,120,1,110,2016-06-24,4.06,1,322
3771487,10 minutes from the center of Paris,17677611,Aurelie,,Batignolles-Monceau,48.88923916849692,2.291120315599708,Entire home/apt,89,2,4,2014-12-27,0.19,1,200
9109149,Beau 2 Pieces (60m2).Haussmannien,47476573,Beatrice,,Batignolles-Monceau,48.881544486654875,2.29495422293742,Entire home/apt,98,1,14,2016-06-24,2.00,1,77
3002872,Suite Poncelet - Champs Elysées,2979596,Pascal,,Batignolles-Monceau,48.8797157204766,2.297816244688872,Entire home/apt,128,7,0,,,13,326
13275499,"Lovely flat in the center of Paris, 2 bedrooms",9947870,Tom,,Batignolles-Monceau,48.8770383158719,2.2967114370831303,Entire home/apt,95,1,0,,,1,0
7457094,Bel appartement ancien - 17ème,14836152,Julien,,Batignolles-Monceau,48.883318760192616,2.2953995505985803,Entire home/apt,99,7,3,2016-03-20,0.43,1,348
12841272,Amazing apt near Champs Elysées,67879895,Guillaume,,Batignolles-Monceau,48.884816519620365,2.294602654298576,Entire home/apt,44,1,5,2016-06-25,2.54,52,7
13366751,Champs Elysées Appartment,32516716,Boudy,,Batignolles-Monceau,48.87667598231118,2.2966298743215603,Entire home/apt,60,7,0,,,1,47
6280694,Mini-loft douillet rue Poncelet,9495916,Diane,,Batignolles-Monceau,48.87808813159354,2.297256407855635,Entire home/apt,150,4,0,,,1,0
8199193,SALESTUDENT FLAT CHAMP ELYSEE STUDIO,2756830,Janny,,Batignolles-Monceau,48.87690634125967,2.2958434474750344,Entire home/apt,45,7,1,2016-06-08,1,7,365
4847486,Studio Arc Triomphe/Palais Congrès,24579331,Aleida+Ruben+Miguel+Emilien,,Batignolles-Monceau,48.882679011468035,2.2971026222867317,Entire home/apt,55,2,100,2016-06-20,5.34,23,57
8692714,"Small studio, champs-elysée",11208841,Dimitri,,Batignolles-Monceau,48.88148037597653,2.298871925886853,Entire home/apt,40,3,8,2016-06-14,0.93,1,84
6872644,Sur la place de l'Etoile,36018363,Emilie,,Batignolles-Monceau,48.877115055827986,2.2964593139766185,Entire home/apt,80,2,9,2016-06-21,0.73,1,365
13759212,Appartement proche place des Ternes,80664453,Marine,,Batignolles-Monceau,48.87995534448182,2.294556692667441,Entire home/apt,90,4,0,,,1,54
11549693,Quiet family appartment,60968588,Valentin,,Batignolles-Monceau,48.880417962678926,2.2970712600319563,Entire home/apt,150,2,0,,,1,25
13233696,60m2 modern Duplex close to Champs-Elysées,21646328,Frederic,,Batignolles-Monceau,48.878415382544375,2.2996165250037848,Entire home/apt,126,7,0,,,1,64
13383290,Studio Paris 17ème,76077549,Johanna,,Batignolles-Monceau,48.8831368758233,2.295165380380238,Entire home/apt,60,3,0,,,1,44
3038444,Beautiful Haussmann apartment,15472353,Marta,,Batignolles-Monceau,48.88013076499136,2.2984365215847475,Entire home/apt,98,4,13,2016-06-05,0.53,1,338
7072236,metro galery,9283165,Tony,,Batignolles-Monceau,48.881750317108775,2.2998530879405883,Entire home/apt,100,4,3,2016-05-16,0.30,1,353
7394229,2 rooms flat near Champs Elysées,12379090,Matthias,,Batignolles-Monceau,48.88671804198572,2.290138229327114,Entire home/apt,55,3,25,2016-06-28,2.48,1,202
13290256,Studio - Place de l'étoile,20565860,Mohamed       Ali,,Batignolles-Monceau,48.876296253554614,2.294206063602128,Entire home/apt,90,5,0,,,1,32
3102922,"CHARMING STUDIO "" CHAMPS ELYSEES"" ",14641601,David,,Batignolles-Monceau,48.87797989031409,2.2949461590037314,Entire home/apt,65,3,43,2016-03-30,1.80,1,352
9091499,Appartement Paris 17éme,47403291,Joris,,Batignolles-Monceau,48.88123250409415,2.296319025303175,Entire home/apt,60,1,2,2016-06-11,0.67,1,4
13488020,Bel appart à 2 pas Arc de Triomphe,63940896,Belhassen,,Batignolles-Monceau,48.88950359500257,2.2939868304346893,Entire home/apt,111,1,0,,,1,287
8500401,Appartement Place des Ternes,38143296,Fabrice,,Batignolles-Monceau,48.87953455919771,2.2982319949613497,Entire home/apt,276,5,0,,,1,346
12146152,90m² - large living room & authentic decoration,65207867,Léa,,Batignolles-Monceau,48.88334510281092,2.2993047993436355,Entire home/apt,96,14,0,,,2,76
4011806,4pcs 75m2 Étoile Champs Elysées ,16965480,Paul,,Batignolles-Monceau,48.87775993683594,2.2947699394046674,Entire home/apt,241,2,8,2016-06-15,0.37,2,335
13631622,"Charmant studio, bien agencé, quartier agréable",78995485,Chantal,,Batignolles-Monceau,48.88474590092746,2.294332689138295,Entire home/apt,66,7,0,,,2,18
8234326,"Au calme, Près des Champs Elysées",1539981,Lauria,,Batignolles-Monceau,48.87849794269856,2.2997875718292233,Entire home/apt,216,2,1,2015-10-10,0.11,1,349
8232541,Lucky House,43413351,Andrey,,Batignolles-Monceau,48.88341605301035,2.3174656607815494,Private room,45,2,11,2016-06-14,1.20,1,357
7861580,Chambre sur les toits de Paris,41435944,Anne,,Batignolles-Monceau,48.88592583816284,2.319273284583197,Private room,45,2,13,2016-05-29,1.38,3,335
7300064,Cosy room in Paris,21455949,Chiara,,Batignolles-Monceau,48.89220944132088,2.325674291102594,Private room,45,1,3,2015-08-29,0.26,1,0
3308447,Chambre dans Beau T2 dans le 17è,16706043,Emelyne,,Batignolles-Monceau,48.89314644362666,2.326101890348458,Private room,31,2,36,2016-06-18,2.20,1,23
13616879,Cosy 1 bedroom near Batignolles & Place de Clichy,78844183,Noémie,,Batignolles-Monceau,48.89225756571752,2.324973241190034,Private room,40,1,1,2016-06-26,1,2,54
1413283,Chambre en collocation Paris 17e,7618262,Sophie,,Batignolles-Monceau,48.88982090255564,2.3250736114188837,Private room,26,1,0,,,1,0
6778120,Lovely & Comfy double bedroom,35482268,Clémence,,Batignolles-Monceau,48.88728342343044,2.325142369854126,Private room,35,2,5,2016-06-21,0.41,1,0
5345310,Chambre spacieuse 17ème,27700899,Nicole,,Batignolles-Monceau,48.89306404646438,2.325077025253934,Private room,60,2,32,2016-06-23,2.06,2,324
1283584,Private suite right to Park Monceau,6976248,Veronique,,Batignolles-Monceau,48.881181234686025,2.314120704415895,Private room,80,2,23,2016-06-22,0.82,1,365
3261850,Dormir tout près de Montmartre,7771680,Francois,,Batignolles-Monceau,48.8903502795372,2.3259124999086476,Private room,50,2,4,2016-06-04,0.33,1,365
6931386,Ideal room for a couple in a flat,20485570,Felix,,Batignolles-Monceau,48.89032751308419,2.3253073486385705,Private room,35,3,6,2015-10-29,0.48,1,34
13356382,Nice appartment in the heart of Paris,63600235,Stephanie,,Batignolles-Monceau,48.8832044459929,2.316066755384176,Private room,62,2,0,,,1,0
13654223,Charmant T2 proche Batignolles,10175948,Gwenola,,Batignolles-Monceau,48.88222485898167,2.3154532319820462,Private room,28,1,0,,,1,69
1671748,Lovely Room close Champs Elysées,7962476,Thibault,,Batignolles-Monceau,48.88275766075587,2.3149500112557977,Private room,65,2,0,,,1,62
9951456,CHAMBRE PRIVEE CO-LOC  BATIGNOLLES,51139386,Frederic,,Batignolles-Monceau,48.88274303438214,2.3133245819921093,Private room,28,3,7,2016-06-18,1.57,1,362
2097281,Lovely flat *Batignolles* Apt Paris,5116092,Alexis & Camille,,Batignolles-Monceau,48.88941328737109,2.325622258230382,Entire home/apt,70,3,67,2016-06-19,2.22,22,354
917659,The campaign to Paris,4927954,Aurélie,,Batignolles-Monceau,48.88721047763651,2.323485775695249,Entire home/apt,75,2,133,2016-05-10,3.22,1,361
9306301,Cosy Studio @Paris Porte Maillot,45538081,Sabrina,,Batignolles-Monceau,48.88199276177587,2.284612817473928,Entire home/apt,50,2,0,,,1,0
10354908,Cozy appartment near Montmartre,9799927,Lauriane,,Batignolles-Monceau,48.881835522707554,2.316897093062972,Entire home/apt,70,2,0,,,1,183
1616591,appt d'artiste 17e,8603266,Benoit,,Batignolles-Monceau,48.893332239178605,2.318490117991487,Private room,80,1,13,2016-05-17,0.40,1,227
830165,Cosy and sunny Appartement,4294209,Ariane,,Batignolles-Monceau,48.89441886689681,2.3261846910906008,Entire home/apt,60,2,7,2015-10-28,0.16,1,363
13631772,Charming 32m² very well located in 17th district,68390382,Claire,,Batignolles-Monceau,48.8827115974619,2.3193036473547775,Entire home/apt,60,2,0,,,1,89
13107513,Cozy room centre Paris,6097428,Kloe,,Batignolles-Monceau,48.88599286966675,2.307374954815311,Private room,35,1,9,2016-06-30,6.28,3,292
3670346,Wonderful loft by the Parc Monceau,11569382,Anne,,Batignolles-Monceau,48.88421823554427,2.307829469004575,Entire home/apt,280,3,35,2016-06-24,1.58,1,351
9044308,Art déco Lévis village,17629764,Corine,,Batignolles-Monceau,48.88415220643289,2.31250779688805,Entire home/apt,120,2,3,2016-06-13,1.43,1,0
6816134,"Batignolles, 3 pièces - 50m²",35688468,Lolo,,Batignolles-Monceau,48.885715548773376,2.317261464767069,Entire home/apt,140,2,7,2016-03-08,0.70,1,363
11206725,Lovely studio near Batignolles/Montmartre,36144285,Morgane,,Batignolles-Monceau,48.888140817766185,2.324000866161409,Entire home/apt,70,2,0,,,1,0
7209381,Nice appartment Paris 17 - 38 m2,37751323,Matthieu,,Batignolles-Monceau,48.88543501136429,2.325426836270705,Entire home/apt,60,1,2,2015-12-26,0.18,1,2
3670623,Bertandeau Arc de Triomphe,1322370,Nicolas,,Batignolles-Monceau,48.87862527500974,2.288565903170375,Entire home/apt,140,3,0,,,43,285
8651458,studio Paris 17ème,26088722,Anais,,Batignolles-Monceau,48.896338522192416,2.3256802993781585,Entire home/apt,65,1,0,,,1,363
4588325,"Stylish & cosy flat near Montmartre, sleeps 2",23784423,Eva,,Batignolles-Monceau,48.891929396671365,2.319052424766293,Entire home/apt,45,4,12,2016-06-13,0.72,1,365
2884425,Charming flat in the heart of Paris,14742032,Laura,,Batignolles-Monceau,48.89356526439067,2.3263083236619337,Entire home/apt,65,1,24,2016-05-31,0.93,1,362
13501283,Panoramic Studio on Paris roofs,21287995,Chris,,Batignolles-Monceau,48.89216450884833,2.3227012627116164,Entire home/apt,60,3,0,,,7,364
918495,Apartment for 3 in 17th district,4773513,Alexandre,,Batignolles-Monceau,48.88257396263256,2.3151646982417917,Entire home/apt,70,3,5,2016-05-21,0.19,19,338
6816740,Charming flat near Champs-Elysées,3820799,Johary,,Batignolles-Monceau,48.88262185629541,2.287074211858208,Entire home/apt,60,2,11,2016-06-12,0.89,1,308
9831470,Appartement au coeur des Epinettes,14879514,Gauthier,,Batignolles-Monceau,48.895511133620715,2.319854884057083,Entire home/apt,40,1,1,2015-12-31,0.16,1,0
13632604,BEST FLAT OF WAGRAM,14968880,Roger And Lisa,,Batignolles-Monceau,48.89028263579011,2.30438643010852,Entire home/apt,120,3,0,,,13,364
3404365, 2 CAMERE   15MIN. DA CHAMPS ELYSEE,17168930,Max,,Batignolles-Monceau,48.88901271003886,2.2999367886423423,Private room,30,2,2,2015-07-28,0.08,1,297
2753769,STUDIO 17E PRES MONCEAU CHAMPSELYSE,14085371,Claudine,,Batignolles-Monceau,48.88387729979469,2.3159189549508654,Entire home/apt,50,10,0,,,1,305
12322083,Sublime terrasse champs elysées!,16428100,Hellena,,Batignolles-Monceau,48.87724402569757,2.293336817615625,Entire home/apt,105,1,2,2016-06-18,2,3,364
1312132,Cosy apartment in Paris,7130082,Hugues,,Batignolles-Monceau,48.88582828642346,2.3087373360181296,Entire home/apt,85,7,5,2015-09-06,0.16,1,352
13609892,Bel appartement Parisien,6419011,Déborah,,Batignolles-Monceau,48.89264087713626,2.3265638988988977,Entire home/apt,120,5,0,,,1,37
13764092,"Flat close to Arc de Triomphe, Champs-Élysées",32550392,Laetitia,,Batignolles-Monceau,48.87656840969535,2.2939725917861535,Private room,70,1,0,,,2,54
