id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13383939,55 m2 au coeur du XIX multiculturel,76082958,Susanna,,Buttes-Chaumont,48.89436586491568,2.3807558242147473,Entire home/apt,80,5,0,,,1,80
1849718,Chambre avec colocataires sympas,9326103,Emilie,,Buttes-Chaumont,48.87932812109001,2.395739191521759,Private room,60,1,1,2013-12-05,0.03,1,365
2492821,Appart Terrasse Buttes Chaumont,12317223,Marie-Ange,,Buttes-Chaumont,48.879244161467795,2.3877216706300817,Entire home/apt,100,4,50,2016-06-19,1.85,1,43
4602302,Beau 2 pièces - Quartier Jourdain,3837208,Catherine,,Buttes-Chaumont,48.878943486113116,2.390455295023432,Entire home/apt,45,14,1,2016-01-14,0.17,1,58
13122022,Appartement avec grande terrasse proche du canal,73018811,Mickael,,Buttes-Chaumont,48.891160324814926,2.3751726645396203,Entire home/apt,49,3,0,,,1,0
10111579,1 bedroom flat Paris Jaurès,17544358,Driss,,Buttes-Chaumont,48.88478565837705,2.373293998789547,Entire home/apt,70,1,4,2016-06-24,0.89,1,327
7617086,Studio Ourcq /  Buttes-Chaumont,16522531,Wolfgang,,Buttes-Chaumont,48.885768834825676,2.384495961892324,Entire home/apt,35,2,1,2015-11-16,0.13,1,11
8141422,Agréable studio au cœur de la butte,10638625,Elisabeth,,Buttes-Chaumont,48.878112732092575,2.375811344997949,Entire home/apt,60,2,1,2016-06-16,1,1,364
5682303,"Sunny 2 room flat, Buttes Chaumont",12285049,Annie,,Buttes-Chaumont,48.87495480809746,2.384076953250181,Entire home/apt,50,7,5,2015-12-16,0.39,1,364
4209425,Elegant 50m2 Canal /View Montmartre,396315,Marine,,Buttes-Chaumont,48.88781676238103,2.368667295098477,Entire home/apt,80,1,1,2015-01-02,0.05,1,0
7748420,appartement familial proche canal,40716686,Khaled,,Buttes-Chaumont,48.89096739785738,2.384954453068148,Entire home/apt,100,1,0,,,1,0
4602763,Lovely Studio near Buttes Chaumont,20083639,Lelio,,Buttes-Chaumont,48.875198185453094,2.3786528453060765,Entire home/apt,50,7,3,2015-02-04,0.16,1,0
7617452,Grand Studio lumineux proche canal,780149,Perrine,,Buttes-Chaumont,48.890777871779314,2.3832997905734916,Entire home/apt,59,2,1,2016-05-30,0.86,1,5
13253773,Appartement 26  m² rue Riquet,74563229,Bernard,,Buttes-Chaumont,48.88855242498794,2.368837244997502,Entire home/apt,35,1,0,,,1,7
10239499,Nice studio close to the Canal,5405300,Estelle,,Buttes-Chaumont,48.88511115926676,2.3775923785825737,Entire home/apt,60,2,0,,,1,210
10108471,Joli appartement village Jourdain,48864662,Alexis,,Buttes-Chaumont,48.877709147717944,2.390341058266728,Entire home/apt,60,2,3,2016-05-07,0.49,1,0
16451,FAMILY LOFT IN BELLEVILLE,64043,Agnes,,Buttes-Chaumont,48.87536375789932,2.378774564544472,Entire home/apt,130,4,15,2016-01-01,0.19,1,296
934059, VERY COSY APPT BY THE CANAL ,5037521,Virginie,,Buttes-Chaumont,48.88596124650576,2.3799172218364992,Entire home/apt,90,4,0,,,1,331
7225587,2 pièce proche métro et villette,37823840,Laetitia,,Buttes-Chaumont,48.88980936010127,2.3849323617753115,Entire home/apt,70,1,0,,,1,0
1589531,appartement à louer,8480266,Cécile,,Buttes-Chaumont,48.89150629159158,2.3702260854622215,Entire home/apt,350,1,0,,,2,0
13648176,F2 canal de l'Ourcq,37651725,Briac,,Buttes-Chaumont,48.88792574514635,2.387162840871156,Entire home/apt,49,3,0,,,1,34
13255199,Appartement 40m2 près du canal Saint-Martin,14161319,Jonathan,,Buttes-Chaumont,48.89121304957915,2.380967616065411,Entire home/apt,200,1,0,,,1,5
7189936,Belle chambre Buttes Chaumont,34917119,Quentin,,Buttes-Chaumont,48.88456932427866,2.3881404570862865,Private room,40,1,5,2016-01-23,0.50,1,0
9192107,Joli appartement idéal pour deux !,9575207,Thibaut,,Buttes-Chaumont,48.882209886569306,2.3963083246533743,Entire home/apt,40,1,1,2016-05-22,0.70,1,0
1590108,"Peaceful, charming & classy Paris",8482797,Laure,,Buttes-Chaumont,48.888047544278855,2.3917980931063085,Entire home/apt,82,2,8,2016-01-01,0.25,1,208
17287,Your Loft / One of a kind / Paris,64055,David,,Buttes-Chaumont,48.89566190245292,2.3830687545261613,Entire home/apt,100,3,5,2015-01-05,0.22,1,365
3214128,2P / 40m2 in Buttes Chaumont,15341719,Paris,,Buttes-Chaumont,48.88086734343993,2.3876045572752513,Entire home/apt,50,2,13,2016-05-27,0.53,1,69
6964362,Large studio near Canal St Martin,17593790,Fiona,,Buttes-Chaumont,48.882184842464845,2.375797921515612,Entire home/apt,50,1,2,2016-03-30,0.33,1,197
12862702,Bright apartment Canal de l'Ourcq,70110443,Elsa,,Buttes-Chaumont,48.888889526447116,2.3848808452708687,Entire home/apt,37,6,1,2016-05-11,0.56,1,0
9323799,F1 charmant vivant Buttes Chaumont,45026391,Rene,,Buttes-Chaumont,48.876120749245004,2.375254567492257,Entire home/apt,37,1,1,2016-05-27,0.79,1,364
8981438,FAMILY HOME - LOFT DUPLEX 100M2,46926172,Dimitri,,Buttes-Chaumont,48.87541752471799,2.3807426343120066,Entire home/apt,181,4,14,2016-06-16,2.14,1,348
12207833,Charming and spacious 2-room flat near the métro,32904920,Nicolas,,Buttes-Chaumont,48.88650339292418,2.38453008195183,Entire home/apt,70,5,3,2016-06-23,1.38,1,19
2246805,Clean safe and ideal to enjoy Paris,2627161,Maxime,,Buttes-Chaumont,48.87745104206079,2.3886221967682717,Entire home/apt,80,1,40,2016-03-06,1.39,16,365
2508985, Paris Duplex for 2 -8 people,12840850,Villa,,Buttes-Chaumont,48.87968502180275,2.3877750433206844,Entire home/apt,270,2,1,2014-09-28,0.05,2,365
10373349,Loft-style house 4 bdrooms & garden,2223487,Aude&David,,Buttes-Chaumont,48.881854116527215,2.3834540851075334,Entire home/apt,551,4,1,2016-05-21,0.68,1,48
2246926,"Chambre, calme, sur rue piétonne.",58645,Franck,,Buttes-Chaumont,48.88598071919531,2.39231557381861,Private room,40,3,1,2014-05-08,0.04,1,364
3103797,Appartement coloré à Paris (4p),15777210,Virginie,,Buttes-Chaumont,48.87591881380212,2.3952684181913035,Private room,100,1,0,,,1,0
10897712,"Cosy studio, Canal de l'Ourcq",56177863,Sophie,,Buttes-Chaumont,48.885144848327634,2.369241101912991,Entire home/apt,50,1,0,,,1,0
2247108,Quai de la Seine Appart + Parking,11476891,Marc,,Buttes-Chaumont,48.885750996325974,2.3719960250812773,Entire home/apt,111,4,0,,,1,324
3585794,Paris Duplex La Villette 60m² ,18052562,Valerie,,Buttes-Chaumont,48.895577234186085,2.3792838071036915,Entire home/apt,95,6,3,2015-08-07,0.24,1,0
1067619,Spacious light filled Jourdain 50M2,5874330,Peter,,Buttes-Chaumont,48.87685309305825,2.3884653747837463,Entire home/apt,55,7,6,2016-05-23,0.66,1,64
11291441,Nice flat in Paris,16893570,Sabine,,Buttes-Chaumont,48.876307405369225,2.387004339635467,Entire home/apt,50,3,5,2016-06-15,1.69,1,183
11946809,⚽️L'Euro arrive à grands Pas ! ⚽️,63691417,Kysia,,Buttes-Chaumont,48.88013689130424,2.3994065470532706,Entire home/apt,150,1,0,,,1,363
5917532,Very nice studio loft ,473215,Nibel,,Buttes-Chaumont,48.88782501566122,2.3675705441362056,Entire home/apt,55,2,9,2015-09-13,0.61,1,347
7490482,"Charming and comfortable Apt, Paris",2627161,Maxime,,Buttes-Chaumont,48.893854789774416,2.375525333601048,Entire home/apt,69,1,15,2016-05-23,1.51,16,362
3296193,Agréable Duplex,3662606,Quentin,,Buttes-Chaumont,48.88558444084842,2.371307605857628,Entire home/apt,130,7,0,,,1,0
8932350,Bedroom in shared flat,39428185,Charles,,Buttes-Chaumont,48.88656683920126,2.3875975122969058,Private room,25,5,1,2016-02-08,0.20,1,0
3296507,Appartement lumineux 47m²,2603518,Romain,,Buttes-Chaumont,48.87517171266508,2.3735396582531245,Entire home/apt,60,6,2,2015-08-11,0.18,1,365
7491966,Appartement charmant Butte Chaumont,35812762,Adrien,,Buttes-Chaumont,48.87871367959552,2.3748858662460623,Entire home/apt,54,3,0,,,1,24
2249091,Charmant studio ButtesChaumont 1- 4,6926639,Julian,,Buttes-Chaumont,48.88626024508638,2.377918135185486,Entire home/apt,75,2,8,2016-06-29,0.29,1,365
6181356,Grand 2 pièces proche Canal et parc,10122643,Anne,,Buttes-Chaumont,48.88352951838116,2.376557108465547,Entire home/apt,65,1,5,2016-06-06,0.54,1,205
12866360,Moderne et chaleureux,70345834,Gaël,,Buttes-Chaumont,48.87443903599997,2.3815193970155857,Entire home/apt,63,3,0,,,1,38
7754718,2 BEDROOM APT WITH A PRIVATE GARDEN,12467121,Pascale,,Buttes-Chaumont,48.87593996884186,2.383137601429023,Entire home/apt,85,5,1,2015-08-23,0.09,1,30
676861,Jolie 2 pièces près du canal,3440710,Marianne,,Buttes-Chaumont,48.88296946214042,2.3751371887382717,Entire home/apt,65,2,10,2016-01-03,0.46,1,304
6054794,Private bedroom in charming duplex,17150997,Félixe,,Buttes-Chaumont,48.884153093971776,2.379359178116131,Private room,49,2,8,2016-02-27,0.57,1,0
7715042,Paris en famille ou entre amis,2535076,Sarah,,Buttes-Chaumont,48.882845510072904,2.372404463065994,Entire home/apt,68,5,0,,,1,0
1594705,Chambre  au bord du canal ,8505520,Axelle,,Buttes-Chaumont,48.890382698990585,2.3840197428639494,Private room,31,1,61,2016-06-13,1.80,1,340
8279504,Appartement Buttes Chaumont,43654888,Vanessa,,Buttes-Chaumont,48.875137470573556,2.3867214908784535,Entire home/apt,60,2,0,,,1,0
12998105,Appartement Design et Cosy,14794602,Bahia,,Buttes-Chaumont,48.87372775657413,2.3761827973654297,Entire home/apt,90,1,0,,,1,14
9459171,Cosy & arty home in vibrant area,2087894,Lili & Dwayne,,Buttes-Chaumont,48.87598603934485,2.400557043850982,Entire home/apt,70,2,0,,,1,365
12867075,150m2 Penthouse Design -Big Terrace/Good Location,61980761,Alexandre,,Buttes-Chaumont,48.886041981198446,2.388145053018706,Entire home/apt,230,1,1,2016-06-24,1,7,31
5264981,Appartement calme et lumineux,7851779,Jeanne,,Buttes-Chaumont,48.88417162205945,2.3796695281738414,Entire home/apt,40,6,1,2015-09-27,0.11,1,0
12499217,Lovely appartment in a lively area,39890574,Mona,,Buttes-Chaumont,48.87836692012025,2.370307785856283,Entire home/apt,40,4,0,,,1,5
1201804,an appartment with old-world charm,4959013,Isabelle,,Buttes-Chaumont,48.87591457120942,2.381807904425844,Entire home/apt,115,3,13,2016-01-03,0.36,1,149
808624,Nice Flat in Hauts de Belleville,3263296,Benjamin,,Buttes-Chaumont,48.87583831853915,2.4011696841768178,Entire home/apt,40,6,1,2014-12-15,0.05,1,61
13620854,BUTTES CHAUMONT CHAMBRE,1554884,Dadoun,,Buttes-Chaumont,48.87753464423747,2.387129545879546,Shared room,55,1,1,2016-06-25,1,1,0
3954409,Appartement ,20498077,Apolline,,Buttes-Chaumont,48.878198325827526,2.392150632955171,Entire home/apt,70,1,0,,,1,0
7212701,Appart calme Canal de la Villette,31332227,Leonora,,Buttes-Chaumont,48.89213799845221,2.3768697354257387,Entire home/apt,45,12,0,,,1,29
11057497,Un palace de 35m2 dans La Mouzaïa:),52257179,Florence,,Buttes-Chaumont,48.87804566200274,2.397574972159705,Entire home/apt,58,3,10,2016-06-21,2.54,1,8
3430551,Lovely 100m2 apartment with a view,8967356,Céline,,Buttes-Chaumont,48.88754976563996,2.3779688111132287,Entire home/apt,150,7,3,2015-07-25,0.17,1,0
2120000,Zen Chambre  / Bedroom PARIS,10810279,Céline,,Buttes-Chaumont,48.87590947014542,2.391802100620336,Private room,30,7,6,2015-09-26,0.30,2,32
7494020,Flat in Jaures with flatmates,39249294,Antoine,,Buttes-Chaumont,48.87985137929565,2.371423958060629,Private room,40,1,0,,,2,0
4610536,2chambres-salon-balcon sur verdure,23888319,Michèle,,Buttes-Chaumont,48.87577162120802,2.3761823740443977,Entire home/apt,150,4,0,,,1,0
4741657,Nice And cosy with fantastic view,24476960,Jonathan,,Buttes-Chaumont,48.87801109699452,2.376955810890076,Entire home/apt,75,1,0,,,1,23
4741782,30sqm loft with Eiffel Tower view!,4425511,Emmanuel & Virginie,,Buttes-Chaumont,48.87525540369076,2.3820659901956835,Entire home/apt,77,3,22,2016-06-27,1.15,1,180
10771120,CHARMING MEZZANINE. UPTO 4,51423222,Laura,,Buttes-Chaumont,48.886319404647544,2.379471931393425,Entire home/apt,110,2,1,2016-06-10,1,2,22
6183786,2p cozy Apart in the center of 19th,6873134,Dana,,Buttes-Chaumont,48.881323543339015,2.3702678445890997,Entire home/apt,60,2,0,,,1,364
13655204,"cozy Studio in Paris, fully equipped",28764907,Julien,,Buttes-Chaumont,48.89094154568023,2.378561662168661,Entire home/apt,45,2,0,,,1,24
8543436,"Paris, with Love",44977416,Kadija,,Buttes-Chaumont,48.87742616561668,2.4038387322095494,Entire home/apt,50,1,1,2015-12-22,0.15,1,365
1203422,"Paris19 : Calm, bright, comfortable",3730063,Stephane,,Buttes-Chaumont,48.874514944755276,2.382167224345976,Private room,111,2,19,2015-11-02,0.56,1,363
13262518,Grand appartement lumineux à Paris 19e,31000543,Guillaume,,Buttes-Chaumont,48.87729794780435,2.4008574047612266,Entire home/apt,105,3,0,,,1,21
7757633,A 2 pas des Buttes Chaumond,25337687,Kim,,Buttes-Chaumont,48.87993297655484,2.373880223789516,Entire home/apt,100,28,1,2015-11-15,0.13,1,0
12382958,1 chambre dans 1 T4 lumineux,36544397,Ibrahima Et Christelle,,Buttes-Chaumont,48.89682607464957,2.371754763001583,Private room,59,1,2,2016-06-24,2,1,364
11558870,Studio Buttes Chaumont,7356049,Adia,,Buttes-Chaumont,48.875707895720424,2.3811175754701517,Entire home/apt,40,1,0,,,1,365
7364599,Le PK : chambre calme et cosy,23341374,Coralie & Rémy,,Buttes-Chaumont,48.88703395997355,2.3720195245844486,Private room,40,1,6,2015-09-02,0.51,1,0
13132292,2 stations of Gare du Nord. 24m2,27004163,Annabelle,,Buttes-Chaumont,48.890704937202,2.36940509104192,Entire home/apt,45,2,4,2016-06-28,4,1,60
12870227,Cocon Parisien,32120590,Maïté,,Buttes-Chaumont,48.88721110958282,2.3824458993669753,Entire home/apt,35,2,0,,,1,0
7496458,Lovely studio (Buttes Chaumont) !,31496599,Alex,,Buttes-Chaumont,48.87972315704156,2.38316436665921,Entire home/apt,55,3,1,2015-07-26,0.09,1,363
1817420,Apartment Paris 19th district,9512445,Fermin,,Buttes-Chaumont,48.87861169593698,2.3951321579248126,Entire home/apt,75,1,0,,,1,365
12477751,Très joli studio neuf avec terrasse,67539514,Khaled,,Buttes-Chaumont,48.87744076115533,2.405170063970556,Entire home/apt,45,1,5,2016-06-23,3.41,1,337
7890636,Lovely Parisian flat with balcony,19443838,Pietro E Caterina,,Buttes-Chaumont,48.892560709087164,2.3757829725592488,Entire home/apt,80,1,3,2015-11-15,0.30,2,361
6979745,Nice Room (Porte de Pantin),17995174,Anaïs,,Buttes-Chaumont,48.88720914874933,2.392140482615545,Private room,38,1,0,,,1,90
9726111,Appartement 2P parc Buttes Chaumont,32847609,Maud,,Buttes-Chaumont,48.88045009698311,2.3796836399279777,Entire home/apt,90,3,3,2016-06-14,1.00,1,151
13391241,"Charmant 2p lumineux et calme, 30m2",20528753,Lucile,,Buttes-Chaumont,48.887045309878786,2.3929130572371013,Entire home/apt,45,1,0,,,1,360
7005959,Très bel appartement type loft,36727205,Lucie,,Buttes-Chaumont,48.87462858108954,2.382924034351493,Entire home/apt,140,2,9,2015-08-28,0.80,1,19
6842960,appart cozy à deux pas du canal,34441539,Luisa,,Buttes-Chaumont,48.89172118763425,2.3726214354960478,Entire home/apt,40,2,4,2016-02-22,0.36,1,0
13527699,2 pièces de charme aux buttes chaumont,59284443,Delphine,,Buttes-Chaumont,48.87815035038848,2.3898385582145374,Entire home/apt,55,7,0,,,1,58
7147984,Appartement lumineux à Belleville,6268281,Marion,,Buttes-Chaumont,48.87564202901298,2.394971441444053,Entire home/apt,55,2,3,2016-04-23,0.56,1,186
6247516,Duplex 90m2 + terrasse 40m2,5864654,Sandrine,,Buttes-Chaumont,48.87789081578443,2.3835388038595373,Entire home/apt,165,3,1,2016-06-01,0.91,1,0
814305,Apartment w/ Wifi-Washer-balcony,4278911,Yoni,,Buttes-Chaumont,48.88495181077157,2.3717058311459382,Entire home/apt,33,3,6,2015-09-15,0.16,1,356
3531751,Nice apartment in Belleville zone,4268463,Mathias,,Buttes-Chaumont,48.87479450084512,2.382531094868198,Entire home/apt,35,7,0,,,1,89
6581530,Beautiful & bright 2 rooms,2746202,Caroline,,Buttes-Chaumont,48.88486428161428,2.387715455774823,Entire home/apt,50,3,13,2016-06-05,1.02,1,53
13199245,Grand appartement avec salle de bain privative,13791072,Sophie,,Buttes-Chaumont,48.89189476853043,2.3805515207660863,Private room,50,2,3,2016-06-09,2.31,1,89
1469935,Sur les toits de Belleville,7870486,Natascha,,Buttes-Chaumont,48.873795244968555,2.3800667740828376,Entire home/apt,93,7,0,,,1,365
10645003,Adorable studio refait à neuf,10220878,Julie,,Buttes-Chaumont,48.884292409626184,2.3709907490450455,Entire home/apt,35,1,4,2016-05-10,1.15,1,0
7892707,巴黎旅行者之家，民宿，家庭旅馆，小巴黎圣马丁运河，有车位，舒适温馨！,41612499,Doma,,Buttes-Chaumont,48.889467613808314,2.3774864489841647,Private room,70,1,0,,,1,90
7630593,EXCLUSIVE4 FOREIGN STUDENT IN PARIS,10332976,Charlotte,,Buttes-Chaumont,48.890004755692594,2.383522128327671,Private room,20,30,0,,,1,92
9072648,AdorableAppartement 22m2- Jourdain,16945013,Cate,,Buttes-Chaumont,48.87597127948923,2.3945102882686156,Entire home/apt,40,3,1,2015-12-01,0.14,1,0
9127167,Room in a cosy apartment,37492667,Amanda,,Buttes-Chaumont,48.875766566729716,2.3901127657125025,Private room,42,1,1,2016-07-03,1,1,362
1208375,"Luminous appartment, ButtesChaumont",2280986,Sylvine,,Buttes-Chaumont,48.878816914765345,2.391425514367726,Private room,100,1,0,,,1,336
1601683,2 rooms flat in Paris to let,8496969,Irina,,Buttes-Chaumont,48.89754814629985,2.3832020050361447,Entire home/apt,65,1,0,,,2,0
11735749,Sunny vintage home near the canal,974270,Simon,,Buttes-Chaumont,48.89377625843159,2.384612387431177,Entire home/apt,59,1,21,2016-06-26,5.83,1,354
6713524,Beau studio avec terrasse,4020835,Marie,,Buttes-Chaumont,48.8882397416163,2.3867814353993335,Entire home/apt,45,2,17,2016-06-19,1.39,1,315
6713880,Cosy apartment Buttes Chaumont park,35150014,Raphaëlle,,Buttes-Chaumont,48.874516447709446,2.3819997047155277,Entire home/apt,55,2,5,2016-07-02,0.39,1,188
3437125,"Great view on park, bright & quiet ",10756851,Cloé,,Buttes-Chaumont,48.884466893268495,2.3843441992232304,Entire home/apt,60,14,0,,,1,0
4286566,Studio aux Buttes Chaumont (19ème),22253055,Maë,,Buttes-Chaumont,48.87946479416612,2.3829968526390206,Entire home/apt,31,3,1,2015-06-18,0.08,1,30
6714107,Quai de Seine Paris bord de l'eau,28902835,Nathalie,,Buttes-Chaumont,48.885883624993916,2.370118778071966,Entire home/apt,55,5,2,2015-07-29,0.17,1,0
2257832,Canal St Martin buttes Chaumont,10401476,Edouard,,Buttes-Chaumont,48.879720611046736,2.3753752677252664,Entire home/apt,80,2,22,2016-06-28,0.83,1,362
7060996,"Paris 19ème, appartement, 50m2",7620018,Biba,,Buttes-Chaumont,48.893596446814,2.3838528731083195,Entire home/apt,35,7,2,2015-08-26,0.17,2,12
2648244,canal de paris/ centre/ place to be,4198258,Christiane,,Buttes-Chaumont,48.88940754002357,2.378531518463549,Private room,34,4,0,,,2,0
9398478,"Paris Buttes Chaumont, 100SQM",48744173,Cécile,,Buttes-Chaumont,48.87898677688648,2.3799788451143664,Entire home/apt,171,4,0,,,1,0
3675037,Paris - Buttes Chaumont,18660831,Aude,,Buttes-Chaumont,48.87523013589172,2.3835010734172726,Private room,70,1,0,,,1,365
8288017,Flat with 1 bed + Parking + Garden,43695973,Corinne Et Adrien,,Buttes-Chaumont,48.88342971716642,2.3771958915032703,Entire home/apt,100,5,0,,,1,0
6191213,Neuf! 2 pièces aux Buttes-Chaumont,32110412,Baptiste,,Buttes-Chaumont,48.876428879224676,2.3763014965330096,Entire home/apt,50,1,16,2016-06-26,1.12,1,11
4487319,bienvenus,9247361,Rivka,,Buttes-Chaumont,48.89339525607919,2.37376901189827,Private room,40,1,2,2016-06-24,2,3,89
4749584,"Grand et charmant T1, cosy et calme",24511844,Anne,,Buttes-Chaumont,48.87747288261424,2.3912766917111723,Entire home/apt,60,2,9,2015-11-15,0.57,1,363
3439192,Quiet room - Buttes Chaumont,204455,Max,,Buttes-Chaumont,48.88155909030735,2.3882413491503454,Private room,44,4,40,2016-06-19,1.65,1,157
11172479,Studio Meublé & Complétement Equipé,21481183,Melania,,Buttes-Chaumont,48.89297354876103,2.3783492465093388,Entire home/apt,49,1,0,,,1,77
31486,LOVELY 2 ROOMS OVER PARIS' ROOFS,135103,Cécile,,Buttes-Chaumont,48.882131542525,2.3798785415019457,Private room,80,3,0,,,3,352
4619039,Appartement 37m2 Jaurès,23926770,Emmanuel,,Buttes-Chaumont,48.88331638158154,2.3708397779856294,Entire home/apt,40,1,0,,,1,14
9075577,2 pièces au coeur de Belleville,23656648,Clara,,Buttes-Chaumont,48.87528558967905,2.3871498011200494,Entire home/apt,95,1,0,,,1,365
13352776,"Nice apartment in Paris, near Canal Saint-Martin",32914623,Anthony,,Buttes-Chaumont,48.87720816299848,2.372902508984141,Entire home/apt,80,2,1,2016-06-28,1,1,48
7371785,Beautiful 3rooms apartment Jourdain,8627565,Tiphaine,,Buttes-Chaumont,48.87560352839502,2.392602112916186,Entire home/apt,90,1,14,2016-01-05,1.32,1,58
6847587,Ancien café parisien,35881162,Louis,,Buttes-Chaumont,48.881520310662765,2.392341214633514,Private room,35,1,8,2016-06-19,0.87,1,182
12065767,Appartement familial sur le canal,25454884,Eve,,Buttes-Chaumont,48.88546667757067,2.36773668633408,Entire home/apt,60,3,0,,,1,41
8814632,Notre canapé vous attend !,46176204,Laetitia,,Buttes-Chaumont,48.876154347948926,2.387922827892688,Shared room,20,1,1,2015-10-24,0.12,1,0
3965067,Joli appartement Canal de l'Ourq,9311243,Pamela,,Buttes-Chaumont,48.88754514951119,2.382588812267724,Entire home/apt,45,1,1,2014-09-03,0.04,1,0
4489368,Près des Buttes Chaumont,14167097,Philippe,,Buttes-Chaumont,48.8755927398085,2.3788988315935273,Entire home/apt,60,7,0,,,1,365
11627222,Chambre Agréable et Vue Imprenable,10666390,Johanna,,Buttes-Chaumont,48.875301593686345,2.3737322817266713,Private room,30,1,1,2016-06-21,1,1,5
3440974,"2 pièces à Paris, terrasse + jardin",15076549,Maja  & Chideric,,Buttes-Chaumont,48.87892087360602,2.4060586081091273,Entire home/apt,60,1,0,,,1,0
6062417,Deux pièces charmant près du Canal,31466340,Anastasia,,Buttes-Chaumont,48.89165466646184,2.3749668549052787,Entire home/apt,45,1,11,2016-06-26,0.79,1,48
9994640,2 pièces Paris 19 Jaurès,19996519,Mickaël,,Buttes-Chaumont,48.88349583024624,2.372483353197938,Entire home/apt,50,3,11,2016-06-19,1.79,1,17
7766505,Cosy room with balcony- La villette,34654280,Anis,,Buttes-Chaumont,48.89366695794231,2.382330787141861,Private room,27,1,4,2016-01-30,0.40,1,365
13664890,Appartement paris butchaumont,77147621,Zakaria,,Buttes-Chaumont,48.882169376760984,2.380010796813606,Entire home/apt,80,8,0,,,2,48
6980378,Appartement familial et chaleureux,8985201,Martin,,Buttes-Chaumont,48.88795203306042,2.373892813720077,Entire home/apt,121,5,4,2015-08-11,0.35,1,7
12485597,Cosy studio 31 m2 pour 4  - Canal de l'Ourcq,33474628,Benjamin,,Buttes-Chaumont,48.887277156735585,2.382743313121868,Entire home/apt,44,6,1,2016-05-17,0.63,1,19
3048524,Appartement Buttes Chaumont,3318106,Florent Et Glennie,,Buttes-Chaumont,48.87450854334848,2.382236518891337,Entire home/apt,90,3,4,2016-01-01,0.22,2,191
3703899,Charmant T2 (43M²):Canal de l'ourcq,18882650,Elisa,,Buttes-Chaumont,48.89047966380898,2.379168061557349,Entire home/apt,60,2,1,2016-05-17,0.63,1,89
12486023,"Welcome à la Villette ,chambre Cosy",31998028,Celina,,Buttes-Chaumont,48.898499272742576,2.3791583942743837,Private room,40,1,2,2016-06-21,1.46,1,358
7636353,Loc appart Butt Chaum/Belleville,2822423,Salve,,Buttes-Chaumont,48.876124133161035,2.390478569056346,Entire home/apt,50,1,0,,,1,0
4621753,Appartement Buttes Chaumont -2 pers,67010,Sandra,,Buttes-Chaumont,48.878283649307164,2.3821210431353763,Entire home/apt,75,3,3,2016-01-09,0.23,2,0
11306426,Chambre 1 places-Buttes Chaumont,31715401,Lena,,Buttes-Chaumont,48.88362724840791,2.377943336085503,Private room,30,1,3,2016-05-12,0.78,2,352
820908,Studio aux buttes chaumont,4311131,Hervé,,Buttes-Chaumont,48.88350048971501,2.388934317419624,Entire home/apt,70,2,15,2016-03-04,0.40,1,365
3573390,Private Bedroom (4 beds) with beIN Sport,10325399,Patrice,,Buttes-Chaumont,48.88948353366711,2.3809959240975758,Private room,35,1,21,2016-07-01,1.31,2,62
2787022,Montmartre 15mn away 2BR sunny flat,14257192,Alex,,Buttes-Chaumont,48.88037073081678,2.3769525629671286,Entire home/apt,79,2,32,2016-06-20,1.21,1,202
1476348,Paris19 near canal studio calm suny,123481,Laurence,,Buttes-Chaumont,48.89193220820949,2.375983217599139,Entire home/apt,65,2,9,2016-05-25,0.37,1,353
13403941,Logement d'artiste,13592626,Maguy,,Buttes-Chaumont,48.8916070231345,2.3758069459753797,Entire home/apt,111,7,0,,,1,51
6850513,Beautiful Artist loft,187455,Liliana,,Buttes-Chaumont,48.88814763002249,2.379537401206516,Entire home/apt,58,6,0,,,1,0
1491279,Apart very quiet and bright 19e Arr,6945536,Michèle,,Buttes-Chaumont,48.877394784875634,2.3903628293358086,Private room,40,4,0,,,1,330
7112630,Superbe vue sur le canal de l'Ourcq,37257933,Karine,,Buttes-Chaumont,48.88593741321973,2.374210657609872,Entire home/apt,125,2,23,2016-06-17,2.08,1,357
1236321,STUDIO APPART PARIS BUTTES CHAUMONT,6717024,Jean Paul,,Buttes-Chaumont,48.88013820118521,2.3868426975686448,Entire home/apt,80,4,5,2015-10-22,0.19,1,365
4884557,PARIS house+appt 20 people 6 rooms.,12840850,Villa,,Buttes-Chaumont,48.87712202507277,2.388817539385724,Entire home/apt,891,2,9,2016-04-04,0.50,2,311
13535375,Charming and luminous one-bedroom flat,65904522,Charlotte,,Buttes-Chaumont,48.87579908706428,2.3954324493498564,Entire home/apt,60,2,1,2016-06-29,1,1,58
13244147,famille 95 m2 pour un couple et 2 enfants,12644572,Samyr,,Buttes-Chaumont,48.8885911169758,2.3822048039208337,Entire home/apt,120,3,0,,,1,15
2001419,"So parisian ! 70 M2, 4 pers Paris19",10308435,Cécile,,Buttes-Chaumont,48.87862375255292,2.3797502369233134,Entire home/apt,104,3,10,2015-07-10,0.35,1,246
5540556,Chambre 1-2 personnes dans beau 4P,25184029,Pierre,,Buttes-Chaumont,48.87713930199835,2.403388710937085,Private room,40,1,1,2016-06-15,1,2,186
13536387,"Charmant studio 24m2, meublé, tout équipé et calme",40214474,Dali,,Buttes-Chaumont,48.87256466437464,2.378247990705096,Entire home/apt,45,7,0,,,1,47
